Ticker ;ISIN;Valeurs;Catégorie;Pays;Secteur;Industrie;Responsable;Devise;Cours actuel;Capitalisation (EUR Mds.);YTD absolu (LC);Target consensus;Potentiel Consensus;Date d'entrée;Performance réalisée depuis l'entrée;Score fondamental;Score technique;Total;Consensus analystes;Achat SG;ESG;DJ 30;S&P 500;STOXX 600;SBF 120;CAC 40;CAC PME;SL CORE;SL SATELLITE
CRM US EQUITY;US79466L3024;SALESFORCE.COM;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;250,59;232,05;12,6%;284,00;13,3%;08/12/2020;9,98%;3,33;3,00;3,25;Bonus;Bonus;Bonus;OUI;OUI;NON;NON;NON;NON;OUI;NON
VER AV EQUITY;AT0000746409;VERBUND AG;Core;AUSTRIA;Services aux collectivités;Services aux collectivités;Sophie;EUR;80,80;28,07;15,7%;71,50;-11,5%;-;-;3,67;2,00;3,25;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
LTS PW EQUITY;PLLOTOS00025;LOTOS;Opportuniste;POLAND;Energie;Energie;Louis;PLN;53,22;9,83;28,3%;61,45;15,5%;-;-;3,33;3,00;3,25;;;;NON;NON;NON;NON;NON;NON;NON;NON
GOOG US EQUITY;US02079K1079;ALPHABET INC-C;Core;UNITED STATES;Services de communication;Médias et divertissement;Cédric;USD;2740,72;1818,98;56,4%;3140,00;14,6%;-;-;3,67;2,00;3,25;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
ANTM US EQUITY;US0367521038;ANTHEM INC;Core;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;USD;379,45;92,52;18,2%;435,00;14,6%;-;-;3,67;2,00;3,25;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
SAP GR EQUITY;DE0007164600;SAP SE;Opportuniste;GERMANY;Technologies de l'information;Logiciels et services;Moad;EUR;124,08;152,41;15,7%;137,50;10,8%;-;-;3,25;3,00;3,19;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
AMS SW EQUITY;AT0000A18XM4;AMS AG;Opportuniste;AUSTRIA;Technologies de l'information;Semi-conducteurs et équipemen;Louis;CHF;18,67;5,12;-3,6%;22,00;17,8%;-;-;3,58;2,00;3,19;;;;NON;NON;OUI;NON;NON;NON;NON;NON
BBVA SM EQUITY;ES0113211835;BBVA;Core;SPAIN;Finance;Banques;Chantal;EUR;5,77;38,47;44,8%;5,90;2,3%;-;-;3,25;3,00;3,19;;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
CLNX SM EQUITY;ES0105066007;CELLNEX TELECOM;Core;SPAIN;Services de communication;Services de télécommunicatio;Cédric;EUR;56,54;38,41;24,3%;64,00;13,2%;-;-;3,25;3,00;3,19;Bonus;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
ACA FP EQUITY;FR0000045072;CREDIT AGRICOLE;Core;FRANCE;Finance;Banques;Chantal;EUR;12,24;37,83;18,6%;14,60;19,3%;-;-;3,25;3,00;3,19;;Bonus;Malus;NON;NON;OUI;OUI;OUI;NON;NON;NON
GYC GR EQUITY;LU0775917882;GRAND CITY PROPE;Opportuniste;LUXEMBOURG;Immobilier;Immobilier;Jeremy;EUR;23,12;4,07;10,3%;25,75;11,4%;-;-;3,25;3,00;3,19;;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
MC FP EQUITY;FR0000121014;LVMH MOET HENNE;Core;FRANCE;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;699,30;352,98;36,9%;767,50;9,8%;01/01/2020;68,69%;3,25;3,00;3,19;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
MBK PW EQUITY;PLBRE0000012;MBANK SA;Opportuniste;POLAND;Finance;Banques;Chantal;PLN;321,00;13,60;79,1%;280,00;-12,8%;-;-;3,25;3,00;3,19;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
MERY FP EQUITY;FR0010241638;MERCIALYS;Opportuniste;FRANCE;Immobilier;Immobilier;Jeremy;EUR;10,57;0,99;46,4%;11,00;4,1%;-;-;3,25;3,00;3,19;;;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
ML FP EQUITY;FR0000121261;MICHELIN;Core;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;141,90;25,30;35,2%;147,00;3,6%;-;-;3,25;3,00;3,19;;;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
MS US EQUITY;US6174464486;MORGAN STANLEY;Core;UNITED STATES;Finance;Services financiers diversifi;Chantal;USD;99,73;181,96;45,5%;101,50;1,8%;-;-;3,25;3,00;3,19;Bonus;Bonus;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
NXT LN EQUITY;GB0032089863;NEXT PLC;Core;BRITAIN;Consommation discrétionnaire;Vente au détail;Bruno;GBp;7916,00;1052,43;11,7%;8500,00;7,4%;-;-;3,25;3,00;3,19;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
NN NA EQUITY;NL0010773842;NN GROUP;Core;NETHERLANDS;Finance;Assurance;Chantal;EUR;43,32;13,77;21,9%;44,00;1,6%;-;-;3,25;3,00;3,19;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
MOCORP FH EQUITY;FI0009014575;METSO OUTOTEC OY;Opportuniste;FINLAND;Industrie;Biens d'investissement;Yann;EUR;9,17;7,60;12,2%;11,25;22,6%;-;-;3,58;2,00;3,19;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PUM GR EQUITY;DE0006969603;PUMA SE;Core;GERMANY;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;107,25;16,18;16,2%;114,80;7,0%;-;-;3,25;3,00;3,19;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SU FP EQUITY;FR0000121972;SCHNEIDER ELECTR;Core;FRANCE;Industrie;Biens d'investissement;Yann;EUR;147,52;83,92;24,7%;155,00;5,1%;08/09/2020;41,43%;3,25;3,00;3,19;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
TEN IM EQUITY;LU0156801721;TENARIS SA;Core;LUXEMBOURG;Energie;Energie;Louis;EUR;8,70;10,27;31,3%;10,50;20,7%;-;-;3,58;2,00;3,19;;;;NON;NON;OUI;NON;NON;NON;NON;NON
SNAP US EQUITY;US83304A1060;SNAP INC - A;Opportuniste;UNITED STATES;Services de communication;Médias et divertissement;Cédric;USD;75,98;120,13;51,7%;86,00;13,2%;-;-;3,25;3,00;3,19;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
CB US EQUITY;CH0044328745;CHUBB LTD;Core;SWITZERLAND;Finance;Assurance;Chantal;USD;174,97;76,77;13,7%;192,00;9,7%;-;-;3,25;3,00;3,19;;;;NON;OUI;NON;NON;NON;NON;NON;NON
SHW US EQUITY;US8243481061;SHERWIN-WILLIAMS;Core;UNITED STATES;Matériaux;Matériaux;Jeremy;USD;296,95;78,19;21,2%;315,00;6,1%;-;-;3,25;3,00;3,19;;;;NON;OUI;NON;NON;NON;NON;NON;NON
MRK GR EQUITY;DE0006599905;MERCK KGAA;Core;GERMANY;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;183,30;79,74;30,6%;175,00;-4,5%;-;-;3,25;3,00;3,19;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ITW US EQUITY;US4523081093;ILLINOIS TOOL WO;Core;UNITED STATES;Industrie;Biens d'investissement;Yann;USD;227,73;71,73;11,7%;237,50;4,3%;-;-;3,25;3,00;3,19;;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
AKE FP EQUITY;FR0010313833;ARKEMA;Opportuniste;FRANCE;Matériaux;Matériaux;Jeremy;EUR;108,45;8,32;16,0%;120,00;10,7%;-;-;3,17;3,00;3,13;;;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
AT1 GR EQUITY;LU1673108939;AROUNDTOWN SA;Core;LUXEMBOURG;Immobilier;Immobilier;Jeremy;EUR;6,88;10,58;12,5%;7,90;14,8%;-;-;3,50;2,00;3,13;Bonus;;;NON;NON;OUI;NON;NON;NON;NON;NON
EN FP EQUITY;FR0000120503;BOUYGUES SA;Core;FRANCE;Industrie;Biens d'investissement;Yann;EUR;33,50;12,76;-0,4%;38,00;13,4%;01/01/2020;-11,56%;3,17;3,00;3,13;Bonus;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
HD US EQUITY;US4370761029;HOME DEPOT INC;Core;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;USD;329,84;350,71;24,2%;350,00;6,1%;-;-;3,17;3,00;3,13;;;Bonus;OUI;OUI;NON;NON;NON;NON;NON;NON
TJX US EQUITY;US8725401090;TJX COS INC;Core;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;USD;69,31;83,62;1,5%;78,00;12,5%;-;-;3,17;3,00;3,13;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
IMCD NA EQUITY;NL0010801007;IMCD NV;Opportuniste;NETHERLANDS;Industrie;Biens d'investissement;Yann;EUR;153,20;8,73;47,0%;146,50;-4,4%;-;-;3,17;3,00;3,13;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
OMV AV EQUITY;AT0000743059;OMV AG;Core;AUSTRIA;Energie;Energie;Louis;EUR;46,26;15,14;40,2%;53,00;14,6%;-;-;3,50;2,00;3,13;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PKN PW EQUITY;PLPKN0000018;PKN ORLEN;Opportuniste;POLAND;Energie;Energie;Louis;PLN;73,62;31,48;27,5%;74,00;0,5%;-;-;3,50;2,00;3,13;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
UNI IM EQUITY;IT0004810054;UNIPOL GRUPPO SP;Opportuniste;ITALY;Finance;Assurance;Chantal;EUR;4,73;3,40;21,1%;5,50;16,2%;-;-;3,50;2,00;3,13;Bonus;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
LR FP EQUITY;FR0010307819;LEGRAND SA;Core;FRANCE;Industrie;Biens d'investissement;Yann;EUR;95,54;25,55;30,9%;95,00;-0,6%;-;-;3,17;3,00;3,13;;;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
OR FP EQUITY;FR0000120321;L'OREAL;Core;FRANCE;Consommation de base;Produits domestiques et de soi;Sophie;EUR;400,05;223,10;28,7%;400,00;0,0%;20/03/2020;75,97%;3,17;3,00;3,13;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
VCT FP EQUITY;FR0000031775;VICAT;Opportuniste;FRANCE;Matériaux;Matériaux;Jeremy;EUR;42,60;1,91;24,0%;52,00;22,1%;-;-;3,17;3,00;3,13;Bonus;;;NON;NON;NON;NON;NON;NON;NON;NON
NOW US EQUITY;US81762P1021;SERVICENOW INC;Core;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;USD;590,68;117,01;7,3%;650,00;10,0%;-;-;3,50;2,00;3,13;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
LIN US EQUITY;IE00BZ12WP82;LINDE PLC;Core;BRITAIN;Matériaux;Matériaux;Jeremy;USD;305,87;157,69;16,1%;341,00;11,5%;-;-;3,17;3,00;3,13;Bonus;Bonus;Bonus;NON;OUI;OUI;NON;NON;NON;NON;NON
CNHI US EQUITY;NL0010545661;CNH INDUSTRIAL N;Core;BRITAIN;Industrie;Biens d'investissement;Yann;USD;17,06;23,10;32,9%;21,00;23,1%;-;-;3,08;3,00;3,06;Bonus;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ALM SM EQUITY;ES0157097017;ALMIRALL SA;Opportuniste;SPAIN;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;13,77;2,48;26,1%;15,60;13,3%;-;-;3,42;2,00;3,06;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
AV/ LN EQUITY;GB0002162385;AVIVA PLC;Core;BRITAIN;Finance;Assurance;Chantal;GBp;398,60;1566,33;22,6%;460,00;15,4%;-;-;3,75;1,00;3,06;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
IFX GR EQUITY;DE0006231004;INFINEON TECH;Core;GERMANY;Technologies de l'information;Semi-conducteurs et équipemen;Louis;EUR;35,67;46,58;13,6%;40,00;12,2%;-;-;3,08;3,00;3,06;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CARM FP EQUITY;FR0010828137;CARMILA;Opportuniste;FRANCE;Immobilier;Immobilier;Jeremy;EUR;12,00;1,71;1,9%;12,10;0,8%;-;-;3,75;1,00;3,06;;Bonus;;NON;NON;NON;NON;NON;NON;NON;NON
MDM FP EQUITY;FR0013153541;MAISONS DU MONDE;Opportuniste;FRANCE;Consommation discrétionnaire;Vente au détail;Bruno;EUR;20,34;0,92;36,1%;23,25;14,3%;-;-;3,08;3,00;3,06;;Bonus;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
REL LN EQUITY;GB00B2B0DG97;RELX PLC;Core;BRITAIN;Industrie;Services commerciaux et profes;Yann;GBp;2134,00;4126,71;19,1%;2220,00;4,0%;-;-;3,08;3,00;3,06;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SK FP EQUITY;FR0000121709;SEB SA;Opportuniste;FRANCE;Consommation discrétionnaire;Biens de consommation durables;Bruno;EUR;136,70;7,56;0,9%;183,00;33,9%;-;-;3,08;3,00;3,06;Bonus;Bonus;Bonus;NON;NON;OUI;OUI;NON;NON;NON;NON
HOLN SW EQUITY;CH0012214059;HOLCIM LTD;Core;SWITZERLAND;Matériaux;Matériaux;Jeremy;CHF;52,82;32,51;12,6%;66,00;25,0%;-;-;3,42;2,00;3,06;Bonus;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
CSX US EQUITY;US1264081035;CSX CORP;Core;UNITED STATES;Industrie;Transport;Thomas;USD;32,30;72,82;6,8%;37,00;14,6%;-;-;3,08;3,00;3,06;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ABBN SW EQUITY;CH0012221716;ABB LTD-REG;Core;SWITZERLAND;Industrie;Biens d'investissement;Yann;CHF;33,71;69,19;36,4%;34,95;3,7%;-;-;3,08;3,00;3,06;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SAN FP EQUITY;FR0000120578;SANOFI;Core;FRANCE;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;86,30;109,03;9,7%;105,50;22,2%;01/01/2020;-3,74%;3,42;2,00;3,06;;Bonus;Malus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
BEI GR EQUITY;DE0005200000;BEIERSDORF AG;Core;GERMANY;Consommation de base;Produits domestiques et de soi;Sophie;EUR;106,60;26,86;12,9%;102,00;-4,3%;-;-;3,08;3,00;3,06;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PG US EQUITY;US7427181091;PROCTER & GAMBLE;Core;UNITED STATES;Consommation de base;Produits domestiques et de soi;Sophie;USD;141,41;343,26;1,6%;154,00;8,9%;-;-;3,42;2,00;3,06;;;Malus;OUI;OUI;NON;NON;NON;NON;NON;NON
TGT US EQUITY;US87612E1064;TARGET CORP;Core;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;USD;260,09;128,67;47,3%;253,50;-2,5%;-;-;3,42;2,00;3,06;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
MMM US EQUITY;US88579Y1010;3M CO;Core;UNITED STATES;Industrie;Biens d'investissement;Yann;USD;198,13;114,65;13,4%;206,00;4,0%;-;-;3,42;2,00;3,06;;;Malus;OUI;OUI;NON;NON;NON;NON;NON;NON
ZTS US EQUITY;US98978V1035;ZOETIS INC;Core;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;USD;201,88;95,68;22,0%;225,00;11,5%;-;-;3,42;2,00;3,06;Bonus;;Bonus;NON;OUI;NON;NON;NON;NON;NON;NON
ELIS FP EQUITY;FR0012435121;ELIS SA;Opportuniste;FRANCE;Industrie;Services commerciaux et profes;Yann;EUR;15,69;3,52;15,1%;18,00;14,7%;-;-;3,08;3,00;3,06;Bonus;Bonus;;NON;NON;OUI;OUI;NON;NON;NON;NON
1COV GR EQUITY;DE0006062144;COVESTRO AG;Core;GERMANY;Matériaux;Matériaux;Jeremy;EUR;54,38;10,51;7,7%;70,00;28,7%;-;-;3,42;2,00;3,06;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
BARC LN EQUITY;GB0031348658;BARCLAYS PLC;Core;BRITAIN;Finance;Banques;Chantal;GBp;183,62;3118,47;25,2%;218,00;18,7%;-;-;3,00;3,00;3,00;;;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
CAP FP EQUITY;FR0000125338;CAPGEMINI SE;Core;FRANCE;Technologies de l'information;Logiciels et services;Moad;EUR;190,55;32,16;50,3%;199,00;4,4%;-;-;3,00;3,00;3,00;Bonus;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
EBS AV EQUITY;AT0000652011;ERSTE GROUP BANK;Core;AUSTRIA;Finance;Banques;Chantal;EUR;34,50;14,83;38,3%;37,60;9,0%;-;-;3,00;3,00;3,00;Bonus;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
IG IM EQUITY;IT0005211237;ITALGAS SPA;Opportuniste;ITALY;Services aux collectivités;Services aux collectivités;Sophie;EUR;5,75;4,66;10,7%;5,97;3,8%;-;-;3,33;2,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
KNEBV FH EQUITY;FI0009013403;KONE OYJ-B;Core;FINLAND;Industrie;Biens d'investissement;Yann;EUR;70,60;37,38;7,0%;70,00;-0,8%;-;-;3,33;2,00;3,00;;;;NON;NON;OUI;NON;NON;NON;NON;NON
NFLX US EQUITY;US64110L1061;NETFLIX INC;Core;UNITED STATES;Services de communication;Médias et divertissement;Cédric;USD;520,55;230,39;-3,7%;620,00;19,1%;-;-;3,67;1,00;3,00;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
PAG LN EQUITY;GB00B2NGPM57;PARAGON BANKING;Core;BRITAIN;Finance;Banques;Chantal;GBp;558,00;141,25;14,2%;621,00;11,3%;-;-;3,00;3,00;3,00;Bonus;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
POM FP EQUITY;FR0000124570;PLASTIC OMNIUM;Opportuniste;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;27,20;4,00;-3,6%;32,50;19,5%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;NON;OUI;NON;NON;NON;NON
RBI AV EQUITY;AT0000606306;RAIFFEISEN BANK;Opportuniste;AUSTRIA;Finance;Banques;Chantal;EUR;20,52;6,75;23,0%;23,15;12,8%;-;-;3,00;3,00;3,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
RAA GR EQUITY;DE0007010803;RATIONAL AG;Core;GERMANY;Industrie;Biens d'investissement;Yann;EUR;943,00;10,72;23,8%;640,00;-32,1%;-;-;3,00;3,00;3,00;;;;NON;NON;OUI;NON;NON;NON;NON;NON
RNO FP EQUITY;FR0000131906;RENAULT SA;Opportuniste;FRANCE;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;33,68;9,96;-5,8%;40,00;18,8%;-;-;3,00;3,00;3,00;;;Malus;NON;NON;OUI;OUI;OUI;NON;NON;NON
SAND SS EQUITY;SE0000667891;SANDVIK AB;Core;SWEDEN;Industrie;Biens d'investissement;Yann;SEK;221,90;278,35;11,2%;260,00;17,2%;-;-;3,33;2,00;3,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SBO AV EQUITY;AT0000946652;SCHOELLER-BLECKM;Opportuniste;AUSTRIA;Energie;Energie;Louis;EUR;30,90;0,49;-0,6%;42,40;37,2%;-;-;3,33;2,00;3,00;;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
SHBA SS EQUITY;SE0007100599;SVENSKA HAN-A;Core;SWEDEN;Finance;Banques;Chantal;SEK;98,78;195,75;19,6%;108,00;9,3%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
TEG GR EQUITY;DE0008303504;TAG IMMOBILIEN;Opportuniste;GERMANY;Immobilier;Immobilier;Jeremy;EUR;28,63;4,19;10,5%;27,20;-5,0%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
VAKBN TI EQUITY;TREVKFB00019;VAKIBANK;Opportuniste;TURKEY;Finance;Banques;Chantal;TRY;3,55;13,90;-24,6%;4,20;18,3%;-;-;4,00;0,00;3,00;;;;NON;NON;NON;NON;NON;NON;NON;NON
UBI FP EQUITY;FR0000054470;UBISOFT ENTERTAI;Opportuniste;FRANCE;Services de communication;Médias et divertissement;Cédric;EUR;50,14;6,20;-36,4%;66,50;32,6%;-;-;3,67;1,00;3,00;;;;NON;NON;OUI;OUI;NON;NON;NON;NON
UBSG SW EQUITY;CH0244767585;UBS GROUP AG;Core;SWITZERLAND;Finance;Services financiers diversifi;Chantal;CHF;15,41;57,04;25,1%;17,35;12,6%;-;-;3,00;3,00;3,00;;Bonus;Malus;NON;NON;OUI;NON;NON;NON;NON;NON
UCB BB EQUITY;BE0003739530;UCB SA;Core;BELGIUM;Soins de santé;Sciences pharmaceutiques, biot;Thomas;EUR;94,76;18,43;12,2%;105,00;10,8%;-;-;3,33;2,00;3,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
VWS DC EQUITY;DK0010268606;VESTAS WIND SYST;Opportuniste;DENMARK;Industrie;Biens d'investissement;Yann;DKK;251,20;253,88;-12,7%;255,00;1,5%;-;-;3,33;2,00;3,00;;Bonus;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
VOE AV EQUITY;AT0000937503;VOESTALPINE AG;Opportuniste;AUSTRIA;Matériaux;Matériaux;Jeremy;EUR;38,84;6,93;32,6%;38,00;-2,2%;-;-;3,00;3,00;3,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
GLE FP EQUITY;FR0000130809;SOC GENERALE SA;Core;FRANCE;Finance;Banques;Chantal;EUR;27,39;23,37;60,9%;30,80;12,4%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
FERG LN EQUITY;JE00BJVNSS43;FERGUSON PLC;Core;BRITAIN;Industrie;Biens d'investissement;Yann;GBp;10145,00;2255,32;17,3%;10725,00;5,7%;-;-;3,33;2,00;3,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
PSM GR EQUITY;DE000PSM7770;PROSIEBENSAT.1 M;Opportuniste;GERMANY;Services de communication;Médias et divertissement;Cédric;EUR;15,94;3,71;15,8%;20,50;28,6%;-;-;3,33;2,00;3,00;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
ROCKB DC EQUITY;DK0010219153;ROCKWOOL INTL-B;Core;DENMARK;Industrie;Biens d'investissement;Yann;DKK;3390,00;68,55;48,8%;2800,00;-17,4%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
TMO US EQUITY;US8835561023;THERMO FISHER;Core;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;USD;538,20;211,74;15,5%;580,00;7,8%;-;-;3,33;2,00;3,00;Bonus;;;NON;OUI;NON;NON;NON;NON;NON;NON
SBUX US EQUITY;US8552441094;STARBUCKS CORP;Core;UNITED STATES;Consommation discrétionnaire;Services consommateurs;Bruno;USD;119,05;140,37;11,3%;132,00;10,9%;-;-;3,33;2,00;3,00;;;;NON;OUI;NON;NON;NON;NON;NON;NON
DGE LN EQUITY;GB0002374006;DIAGEO PLC;Core;BRITAIN;Consommation de base;Produits alimentaires, boisson;Sophie;GBp;3591,50;8390,10;24,8%;3850,00;7,2%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
FORTUM FH EQUITY;FI0009007132;FORTUM OYJ;Core;FINLAND;Services aux collectivités;Services aux collectivités;Sophie;EUR;24,56;21,83;24,7%;24,00;-2,3%;-;-;3,00;3,00;3,00;;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
SY1 GR EQUITY;DE000SYM9999;SYMRISE AG;Core;GERMANY;Matériaux;Matériaux;Jeremy;EUR;125,60;17,01;15,9%;120,00;-4,5%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
CRDA LN EQUITY;GB00BJFFLV09;CRODA INTL.;Core;BRITAIN;Matériaux;Matériaux;Jeremy;GBp;8734,00;1218,56;32,4%;8500,00;-2,7%;-;-;3,00;3,00;3,00;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
SSE LN EQUITY;GB0007908733;SSE PLC;Core;BRITAIN;Services aux collectivités;Services aux collectivités;Sophie;GBp;1602,50;1669,72;6,8%;1723,00;7,5%;-;-;3,25;2,00;2,94;;Bonus;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
UPS US EQUITY;US9113121068;UNITED PARCEL-B;Core;UNITED STATES;Industrie;Transport;Thomas;USD;192,60;167,76;14,4%;222,50;15,5%;-;-;3,25;2,00;2,94;;;;NON;OUI;NON;NON;NON;NON;NON;NON
CCEP US EQUITY;GB00BDCPN049;COCA-COLA EUROPA;Core;BRITAIN;Consommation de base;Produits alimentaires, boisson;Sophie;USD;61,57;28,00;23,6%;70,00;13,7%;-;-;2,92;3,00;2,94;Bonus;;Bonus;NON;NON;NON;NON;NON;NON;NON;NON
AGS BB EQUITY;BE0974264930;AGEAS;Opportuniste;BELGIUM;Finance;Assurance;Chantal;EUR;46,38;8,86;6,4%;52,75;13,7%;-;-;3,25;2,00;2,94;;Bonus;;NON;NON;OUI;NON;NON;NON;NON;NON
MIL PW EQUITY;PLBIG0000016;MILLENNIUM;Opportuniste;POLAND;Finance;Banques;Chantal;PLN;5,23;6,34;59,9%;4,60;-12,0%;-;-;3,25;2,00;2,94;;;Malus;NON;NON;NON;NON;NON;NON;NON;NON
BNP FP EQUITY;FR0000131104;BNP PARIBAS;Core;FRANCE;Finance;Banques;Chantal;EUR;53,98;67,48;25,2%;62,00;14,9%;-;-;3,25;2,00;2,94;Bonus;;Bonus;NON;NON;OUI;OUI;OUI;NON;NON;NON
SGO FP EQUITY;FR0000125007;SAINT GOBAIN;Core;FRANCE;Industrie;Biens d'investissement;Yann;EUR;63,54;33,81;69,4%;71,00;11,7%;09/02/2021;50,14%;2,92;3,00;2,94;;Bonus;Bonus;NON;NON;OUI;OUI;OUI;NON;OUI;NON
EVK GR EQUITY;DE000EVNK013;EVONIK INDUSTRIE;Core;GERMANY;Matériaux;Matériaux;Jeremy;EUR;29,10;13,56;9,1%;31,00;6,5%;-;-;2,92;3,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
G1A GR EQUITY;DE0006602006;GEA GROUP AG;Opportuniste;GERMANY;Industrie;Biens d'investissement;Yann;EUR;38,03;6,86;29,9%;36,00;-5,3%;-;-;2,92;3,00;2,94;;;Bonus;NON;NON;OUI;NON;NON;NON;NON;NON
HLE GR EQUITY;DE000A13SX22;HELLA GMBH & CO;Opportuniste;GERMANY;Consommation discrétionnaire;Automobiles et composants auto;Yann;EUR;60,08;6,68;13,6%;58,00;-3,5%;-;-;2,92;3,00;2,94;;;;NON;NON;NON;NON;NON;NON;NON;NON
