Nom;ISIN;Ticker;Devise;Capitalisation (LC Mds);Pays;Secteur;Industrie;Responsable;ESG_RATING;Rating ESG SG;OVERALL_FLAG;SG;JP;ODDO;SG;JP;ODDO;Couverture ;DJ 30;S&P 500;STOXX 600;SBF 120;CAC 40;CAC PME
ANTHEM INC;US0367521038;ANTM US EQUITY;USD;92,52;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
ZOETIS INC;US98978V1035;ZTS US EQUITY;USD;95,68;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
SNAP INC - A;US83304A1060;SNAP US EQUITY;USD;120,13;UNITED STATES;Services de communication;Médias et divertissement;Cédric;BB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
PROLOGIS INC;US74340W1036;PLD US EQUITY;USD;95,95;UNITED STATES;Immobilier;Immobilier;Jeremy;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
FIDELITY NATIONA;US31620M1062;FIS US EQUITY;USD;82,66;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;BBB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
BOOKING HOLDINGS;US09857L1089;BKNG US EQUITY;USD;89,63;UNITED STATES;Consommation discrétionnaire;Services consommateurs;Bruno;BBB;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
MONDELEZ INTER-A;US6092071058;MDLZ US EQUITY;USD;86,34;UNITED STATES;Consommation de base;Produits alimentaires, boisson;Sophie;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
UBER TECHNOLOGIE;US90353T1007;UBER US EQUITY;USD;83,44;UNITED STATES;Industrie;Transport;Thomas;BB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;NON;NON;NON;NON;NON
MICRON TECH;US5951121038;MU US EQUITY;USD;92,31;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
LAM RESEARCH;US5128071082;LRCX US EQUITY;USD;92,33;UNITED STATES;Technologies de l'information;Semi-conducteurs et équipemen;Louis;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
CROWN CASTLE INT;US22822V1017;CCI US EQUITY;USD;84,19;UNITED STATES;Immobilier;Immobilier;Jeremy;A;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
AUTOMATIC DATA;US0530151036;ADP US EQUITY;USD;90,12;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;AAA;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
GILEAD SCIENCES;US3755581036;GILD US EQUITY;USD;86,24;UNITED STATES;Soins de santé;Sciences pharmaceutiques, biot;Thomas;AA;NR;Orange;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
US BANCORP;US9029733048;USB US EQUITY;USD;84,51;UNITED STATES;Finance;Banques;Chantal;BB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
TJX COS INC;US8725401090;TJX US EQUITY;USD;83,62;UNITED STATES;Consommation discrétionnaire;Vente au détail;Bruno;BBB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
CIGNA CORP;US1255231003;CI US EQUITY;USD;71,18;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;AA;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
ENBRIDGE INC;CA29250N1050;ENB CN EQUITY;CAD;100,62;CANADA;Energie;Energie;Louis;A;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
BROOKFIELD ASS-A;CA1125851040;BAM/A CN EQUITY;CAD;112,40;CANADA;Finance;Services financiers diversifi;Chantal;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
FEDEX CORP;US31428X1063;FDX US EQUITY;USD;73,86;UNITED STATES;Industrie;Transport;Thomas;BBB;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
CME GROUP INC;US12572Q1058;CME US EQUITY;USD;75,36;UNITED STATES;Finance;Services financiers diversifi;Chantal;A;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
MERCADOLIBRE INC;US58733R1023;MELI US EQUITY;USD;87,31;ARGENTINA;Consommation discrétionnaire;Vente au détail;Bruno;A;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;NON;NON;NON;NON;NON
EQUINIX INC;US29444U7000;EQIX US EQUITY;USD;73,61;UNITED STATES;Immobilier;Immobilier;Jeremy;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
CHUBB LTD;CH0044328745;CB US EQUITY;USD;76,77;SWITZERLAND;Finance;Assurance;Chantal;BBB;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
HCA HEALTHCARE I;US40412C1018;HCA US EQUITY;USD;80,07;UNITED STATES;Soins de santé;Equipement et services de sant;Thomas;AA;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
SHERWIN-WILLIAMS;US8243481061;SHW US EQUITY;USD;78,19;UNITED STATES;Matériaux;Matériaux;Jeremy;BBB;NR;Yellow;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
TRUIST FINANCIAL;US89832Q1094;TFC US EQUITY;USD;75,55;UNITED STATES;Finance;Banques;Chantal;A;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
FISERV INC;US3377381088;FISV US EQUITY;USD;73,43;UNITED STATES;Technologies de l'information;Logiciels et services;Moad;BBB;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
ILLINOIS TOOL WO;US4523081093;ITW US EQUITY;USD;71,73;UNITED STATES;Industrie;Biens d'investissement;Yann;A;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
CSX CORP;US1264081035;CSX US EQUITY;USD;72,82;UNITED STATES;Industrie;Transport;Thomas;A;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
SIEMENS HEALTHIN;DE000SHL1006;SHL GR EQUITY;EUR;65,51;GERMANY;Soins de santé;Equipement et services de sant;Thomas;BB;NR;Green;BUY;OVERWEIGHT;NOT RATED;OUI;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
LONDON STOCK EX;GB00B0SWJX34;LSEG LN EQUITY;GBp;4336,13;BRITAIN;Finance;Services financiers diversifi;Chantal;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;NON;OUI;NON;NON;NON
NXP SEMICONDUCTO;NL0009538784;NXPI US EQUITY;USD;56,67;NETHERLANDS;Technologies de l'information;Semi-conducteurs et équipemen;Louis;BBB;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;OUI;NON;NON;NON;NON
AP MOLLER-B;DK0010244508;MAERSKB DC EQUITY;DKK;333,80;DENMARK;Industrie;Transport;Thomas;A;NR;Yellow;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
APTIV PLC;JE00B783TY65;APTV US EQUITY;USD;44,13;IRELAND;Consommation discrétionnaire;Automobiles et composants auto;Yann;AA;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;NON;OUI;NON;OUI;NON;NON;NON;NON
KUEHNE & NAGEL-R;CH0025238863;KNIN SW EQUITY;CHF;36,43;SWITZERLAND;Industrie;Transport;Thomas;AAA;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;NON;OUI;NON;NON;OUI;NON;NON;NON
EQT AB;SE0012853455;EQT SS EQUITY;SEK;440,46;SWEDEN;Finance;Services financiers diversifi;Chantal;A;NR;Green;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
HAPAG-LLOYD AG;DE000HLAG475;HLAG GR EQUITY;EUR;35,57;GERMANY;Industrie;Transport;Thomas;BBB;NR;Yellow;NOT RATED;UNDERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;NON;NON;NON;NON;NON
COLOPLAST-B;DK0060448595;COLOB DC EQUITY;DKK;248,62;DENMARK;Soins de santé;Equipement et services de sant;Thomas;AA;NR;Orange;NOT RATED;NEUTRAL;NOT RATED;NON;OUI;NON;OUI;NON;NON;OUI;NON;NON;NON
DELIVERY HERO SE;DE000A2E4K43;DHER GR EQUITY;EUR;32,35;GERMANY;Consommation discrétionnaire;Vente au détail;Bruno;A;NR;Orange;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;NON;OUI;NON;NON;OUI;NON;NON;NON
ASHTEAD GROUP;GB0000536739;AHT LN EQUITY;GBp;2457,32;BRITAIN;Industrie;Biens d'investissement;Yann;AA;NR;Green;NOT RATED;OVERWEIGHT;NOT RATED;NON;OUI;OUI;OUI;NON;NON;OUI;NON;NON;NON
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
